,Unnamed: 0,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
15,15,Julia Cherner,"Kinzinger speaks out on leaving Congress, 'cancer' in the Republican Party","Rep. Adam Kinzinger, R-Ill., appeared on ABC's ""This Week"" Sunday.",https://abcnews.go.com/Politics/kinzinger-speaks-leaving-congress-cancer-republican-party/story?id=80875434,https://s.abcnews.com/images/International/kinzinger-ap-rc-211029_1635518609631_hpMain_16x9_992.jpg,2021-10-31T13:33:49Z,"Rep. Adam Kinzinger, R-Ill., said Sunday he, Rep. Liz Cheney and a few others"" are the only House Republicans ""telling the truth.""
""You can fight to try to tell the truth, you can fight against the … [+950 chars]",abc-news,ABC News
16,16,NOMAAN MERCHANT Associated Press,Trump asks appeals court to delay release of Jan. 6 records,Former President Donald Trump has asked a federal appeals court to temporarily block the release of records to a House committee investigating the Jan. 6 insurrection led by his supporters,https://abcnews.go.com/Politics/wireStory/trump-asks-appeals-court-delay-release-jan-records-81111689,https://s.abcnews.com/images/Politics/WireAP_3a5ae6b817fe45bd88940dd987cd7970_16x9_992.jpg,2021-11-11T17:27:18Z,WASHINGTON -- Former President Donald Trump on Thursday asked a federal appeals court to temporarily block the release of records to a House committee investigating the Jan. 6 insurrection led by his… [+1776 chars],abc-news,ABC News
17,17,NOMAAN MERCHANT Associated Press,Federal judge refuses Trump request to block Jan. 6 records,A federal judge has rejected former President Donald Trump’s request to block the release of documents to the House committee investigating the Jan. 6 Capitol riot,https://abcnews.go.com/Politics/wireStory/federal-judge-refuses-trump-request-block-jan-records-81076110,https://s.abcnews.com/images/Politics/WireAP_f14e1a2dbc2747b3b87bcfdccb439320_16x9_992.jpg,2021-11-11T03:21:13Z,"WASHINGTON -- A federal judge rejected former President Donald Trumps request to block the release of documents to the House committee investigating the Jan. 6 Capitol riot.
In denying a preliminary… [+4149 chars]",abc-news,ABC News
18,18,The Associated Press,Union: Halt donor money until university affirms free speech,The union for faculty members at the University of Florida is urging donors to withhold contributions and scholars and artists to turn down invitations to campus,https://abcnews.go.com/Politics/wireStory/union-halt-donor-money-university-affirms-free-speech-80994604,https://s.abcnews.com/images/US/211105_vod_onlocation_hpMain_16x9_992.jpg,2021-11-05T16:29:24Z,"GAINESVILLE, Fla. -- The union for faculty members at the University of Florida on Friday urged donors to withhold contributions and scholars and artists to turn down invitations to campus until univ… [+2122 chars]",abc-news,ABC News
19,19,Alexander Mallin,Justice Department charges Steve Bannon with criminal contempt of Congress,The Justice Department has charged former White House chief strategist Steve Bannon with two counts of criminal contempt of Congress.,https://abcnews.go.com/Politics/justice-department-charges-steve-bannon-criminal-contempt-congress/story?id=81138335,https://s.abcnews.com/images/Politics/steve-bannon-contempt-jan-6-capitol-riot-donald-trump-03x-gty-llr-211021_1634857223772_hpMain_16x9_992.jpg,2021-11-12T21:12:48Z,The Justice Department has charged former White House chief strategist Steve Bannon with two counts of criminal contempt of Congress over his defiance of a subpoena from the select committee investig… [+2256 chars],abc-news,ABC News
0,0,Al Jazeera,Israel launches missile attack near Syria’s Damascus,Attack reportedly resulted in some material damage but there were no immediate reports of casualties.,https://www.aljazeera.com/news/2021/11/3/israel-launches-missile-attack-near-syrias-damascus,https://www.aljazeera.com/wp-content/uploads/2007/10/1_230317_1_5.jpeg?fit=309%2C206,2021-11-03T02:19:31Z,"Israel has launched an aerial attack with a number of missiles targeting an area on the outskirts of the Syrian capital of Damascus, Syrian state TV said early on Wednesday, citing a military source.… [+1062 chars]",al-jazeera-english,Al Jazeera English
1,1,Al Jazeera,"US police identify suspect, victims in parade car ramming","Waukesha, Wisconsin police chief says there are no indications that the incident was a 'terrorist' attack.",https://www.aljazeera.com/news/2021/11/22/us-police-identify-suspect-victims-in-parade-car-ramming,https://www.aljazeera.com/wp-content/uploads/2021/11/AP21326102807197.jpg?resize=1200%2C630,2021-11-22T20:23:24Z,"Police have identified the suspect who allegedly drove through a Christmas parade in Waukesha, Wisconsin, killing five and injuring dozens on Sunday, as 39-year-old Darrell E Brooks, saying that auth… [+3657 chars]",al-jazeera-english,Al Jazeera English
2,2,Al Jazeera,Saudi-led coalition to attack ‘secret drone laboratory’ in Sanaa,"Coalition says it is launching fresh raids on the Houthi-held capital, warns residents to stay away from targeted areas.",https://www.aljazeera.com/news/2021/11/24/saudi-led-coalition-to-strike-secret-drone-laboratory-in-sanaa,https://www.aljazeera.com/wp-content/uploads/2021/11/2021-11-11T085232Z_893391900_RC27SQ9MXFPO_RTRMADP_3_YEMEN-SECURITY.jpg?resize=1200%2C630,2021-11-24T05:48:58Z,"The Saudi Arabia-led coalition fighting Yemens Houthis says it is launching air raids on legitimate military targets in the Yemen capital, Sanaa.
In a statement on Saudi state media, the coalition o… [+2623 chars]",al-jazeera-english,Al Jazeera English
3,3,Al Jazeera,"Ethiopia denies attack on Sudan, blames rebels for violence",Ethiopian government spokesman dismisses Sudanese claims that the military had attacked Sudan as 'groundless'.,https://www.aljazeera.com/news/2021/11/29/ethiopia-denies-attack-on-sudan-blames-rebels-for-unrest,https://www.aljazeera.com/wp-content/uploads/2021/10/000_9QD446.jpg?resize=1200%2C630,2021-11-29T10:41:43Z,"Ethiopia has denied it staged an attack over the weekend along its shared border with Sudan, blaming unrest in the disputed zone on rebels from its war-hit Tigray region.
On Saturday, Sudans militar… [+2466 chars]",al-jazeera-english,Al Jazeera English
4,4,Al Jazeera,"Three children, one teacher killed in Cameroon school attack","Rights group says students aged 12, 16 and 17 and French language teacher killed in Ekondo Titi, in Southwest Region.",https://www.aljazeera.com/news/2021/11/24/three-children-one-teacher-killed-in-cameroon-school-attack,https://www.aljazeera.com/wp-content/uploads/2021/11/WEB_1000X562_EKONDO_TITI.jpg?fit=1000%2C562,2021-11-24T16:00:44Z,"Unidentified gunmen have attacked a school in a town in Cameroons violence-hit Southwest Region, killing at least three students and one teacher, according to a local human rights group.
The Centre … [+2284 chars]",al-jazeera-english,Al Jazeera English
5,5,Al Jazeera,"Libya gunmen attack court, stop Gaddafi son’s candidate appeal",The attack prevented Saif al-Islam Gaddafi from lodging an appeal against disqualification from next month's election.,https://www.aljazeera.com/news/2021/11/26/libya-gunmen-attack-court-stop-gaddafi-sons-candidate-appeal,https://www.aljazeera.com/wp-content/uploads/2021/11/2021-11-23T153407Z_577371675_RC2F0R9N1MX2_RTRMADP_3_LIBYA-ELECTION.jpg?resize=1200%2C630,2021-11-26T09:56:38Z,"Gunmen have attacked a Libyan court before an appeal by the son of slain former ruler Muammar Gaddafi against the rejection of his presidential election candidacy.
Libyas government on Friday called… [+2646 chars]",al-jazeera-english,Al Jazeera English
6,6,Al Jazeera,Sudan military says several soldiers killed in Ethiopian attack,Military sources tell Reuters at least six Sudanese soldiers were killed in an attack in a disputed border region.,https://www.aljazeera.com/news/2021/11/28/sudan-military-says-several-soldiers-killed-in-ethiopian-attack,https://www.aljazeera.com/wp-content/uploads/2021/11/2021-11-01T090111Z_960774399_RC253K922CH8_RTRMADP_3_ETHIOPIA-CONFLICT-TIMELINE.jpg?resize=1200%2C630,2021-11-28T02:41:58Z,"Sudans military says several Sudanese soldiers were killed in an attack by Ethiopian forces in a disputed border region.
In a statement on Saturday, Sudans military said our forces tasked with secur… [+1426 chars]",al-jazeera-english,Al Jazeera English
7,7,Al Jazeera,At least 12 killed in eastern DR Congo attack,"Official in Ituri province says six children, two women among those killed when CODECO rebels raided Drodro village.",https://www.aljazeera.com/news/2021/11/22/armed-fighters-kill-at-least-12-in-eastern-dr-congo-attack,https://www.aljazeera.com/wp-content/uploads/2021/11/WEBMAP_DRCONGO-ITURI-PRONVINCE_1000x562.jpg?fit=1000%2C562,2021-11-22T19:39:51Z,"Armed rebels have killed at least 12 people during an attack on displaced civilians in the northeastern Ituri province of Democratic Republic of Congo, a military spokesperson said.
Fighters from th… [+2290 chars]",al-jazeera-english,Al Jazeera English
8,8,Al Jazeera,"Bahrain says it foiled planned attack, arrests suspects","Interior ministry says it has confiscated weapons and explosives, arrested people for 'plotting terrorist operations'.",https://www.aljazeera.com/news/2021/11/22/bahrain-foils-planned-attack-accuses-iran,https://www.aljazeera.com/wp-content/uploads/2017/12/c507ebd44f6242bbb153c091c362fd34_18.jpeg?fit=1000%2C562,2021-11-22T14:15:36Z,"Bahrain security forces have arrested a number of suspects, and confiscated weapons and explosives ahead of a planned attack, the interior ministry said.
The ministry did not say how many people wer… [+1200 chars]",al-jazeera-english,Al Jazeera English
9,9,Al Jazeera,Israeli air attack kills 2 Syrian civilians; 7 wounded: Report,"Israeli 'air aggression' on Syria's central region killed two civilians and injured seven others, mostly soldiers.",https://www.aljazeera.com/news/2021/11/24/syria-says-israeli-airstrike-in-homs-leaves-2-dead-7-wounded,https://www.aljazeera.com/wp-content/uploads/2021/11/h_55621032.jpg?resize=1200%2C630,2021-11-24T07:35:03Z,"Israeli air raids on Syrias central region killed two civilians and wounded seven other people, official media reported on Wednesday.
Syrian air defences attempted to intercept the attack above the … [+1546 chars]",al-jazeera-english,Al Jazeera English
10,10,Shawn Yuan,Four Peshmerga wounded in ISIL attack in Iraq’s Diyala,"ISIL still poses a threat in several provinces in Iraq with hit-and-run attacks, kidnappings, and roadside bombs.",https://www.aljazeera.com/news/2021/11/28/four-peshmerga-wounded-in-isil-attack-in-iraqs-diyala,https://www.aljazeera.com/wp-content/uploads/2021/11/Peshmerga.jpg?resize=1200%2C630,2021-11-28T08:35:17Z,"Baghdad, Iraq Four Peshmerga fighters have been wounded in an attack by the ISIL (ISIS) armed group in northern Iraq, the Kurdistan Regional Government (KRG) said on Sunday.
The attack took place in… [+1515 chars]",al-jazeera-english,Al Jazeera English
11,11,Al Jazeera,Attack on Burkina Faso defence outpost kills at least 20,The attack comes two days after seven police officers were killed.,https://www.aljazeera.com/news/2021/11/14/attack-on-burkina-faso-defence-outpost-kills-at-least-20,https://www.aljazeera.com/wp-content/uploads/2021/11/WEBMAP_BURKINA-FASO-INATA_1000x562.jpg?fit=1000%2C562,2021-11-14T20:55:40Z,"Gunmen have killed at least 19 gendarmes and a civilian in northern Burkina Faso, in the tri-border region where the country has for years been battling armed groups.
Security Minister Maxime Kone t… [+876 chars]",al-jazeera-english,Al Jazeera English
12,12,Al Jazeera,"Palestinian, Israeli settler killed in Jerusalem shooting",The Palestinian man reportedly used a submachine gun and a knife to carry out an attack.,https://www.aljazeera.com/news/2021/11/21/jerusalem-shooting,https://www.aljazeera.com/wp-content/uploads/2021/05/2021-05-21T130411Z_878024488_RC2BKN9PY20W_RTRMADP_3_ISRAEL-PALESTINIANS.jpg?resize=1200%2C630,2021-11-21T08:33:50Z,"Occupied East Jerusalem  Israeli occupation forces shot dead a Palestinian man after he carried out a shooting and stabbing attack that killed an Israeli settler and wounded three others, including t… [+729 chars]",al-jazeera-english,Al Jazeera English
13,13,Al Jazeera,Man with knife stabs at least 10 on Tokyo train; starts fire,"At least 10 passengers were injured, including one seriously, in the attack on commuters on Sunday.",https://www.aljazeera.com/news/2021/10/31/man-with-knife-stabs-at-least-10-on-tokyo-train-starts-fire,https://www.aljazeera.com/wp-content/uploads/2021/10/TokyoTrain.jpg?resize=1200%2C630,2021-10-31T14:51:32Z,"A man brandishing a knife on a Tokyo commuter train on Sunday stabbed several passengers before starting a fire.
NHK public television reported at least 10 passengers were injured, including one ser… [+1132 chars]",al-jazeera-english,Al Jazeera English
14,14,Al Jazeera,Burkina Faso: Death toll in security post attack jumps to 53,"The attack in Inata killed 49 military police officers and four civilians, a government spokesperson said.",https://www.aljazeera.com/news/2021/11/17/burkina-faso-death-toll-security-post-attack-jumps-to-53,https://www.aljazeera.com/wp-content/uploads/2021/11/000_1MC9ZW.jpg?resize=1200%2C630,2021-11-17T20:08:23Z,"The death toll from a weekend attack on a gendarmerie post in northern Burkina Faso has risen to at least 53, according to officials.
The attack, near a gold mine in Inata, killed 49 military police… [+1806 chars]",al-jazeera-english,Al Jazeera English
15,15,Al Jazeera,Dozens dead in village attack in southwestern Niger,Officials say up to 60 people killed in latest violent incident in Niger's 'tri-border' zone with Burkina Faso and Mali.,https://www.aljazeera.com/news/2021/11/4/dozens-dead-in-west-niger-village-attack-officials,https://www.aljazeera.com/wp-content/uploads/2021/11/NIGER-BANIBANGOU-WEB_MAP.jpg?fit=1000%2C562,2021-11-04T18:10:39Z,"Dozens of people have been killed in an attack this week on a village in southwestern Nigers Tillaberi region, according to local sources quoted by news agencies.
A local source told AFP news agency… [+1361 chars]",al-jazeera-english,Al Jazeera English
16,16,Al Jazeera,Multiple people wounded in knife attack on German train,Man arrested in connection with attack on a high-speed train traveling between the cities of Regensburg and Nuremberg.,https://www.aljazeera.com/news/2021/11/6/multiple-people-wounded-in-knife-attack-on-german-train,https://www.aljazeera.com/wp-content/uploads/2021/11/AP18244486145085.jpg?resize=1200%2C630,2021-11-06T12:05:55Z,"A knife attack on a high-speed train in Germany has injured several people, police have confirmed.
Local police told The Associated Press news agency that they received a call about the attack at ap… [+1391 chars]",al-jazeera-english,Al Jazeera English
17,17,Al Jazeera,India’s Hindu hardliners attack Muslim ex-foreign minister’s home,Salman Khurshid published a book last month in which he compared Hindu nationalists to 'extremist groups' such as ISIL.,https://www.aljazeera.com/news/2021/11/16/india-hindu-mob-salman-khurshid-muslim-ex-minister-book,https://www.aljazeera.com/wp-content/uploads/2021/11/AP19281275933929.jpg?resize=1200%2C630,2021-11-16T05:39:45Z,"Hindu hardliners have attacked and set fire to the home of a former Indian foreign minister, police say, in the latest incident of religious violence that critics say has been inflamed under Prime Mi… [+2512 chars]",al-jazeera-english,Al Jazeera English
18,18,Al Jazeera,"Houthi missile attack on mosque kills 29, says Yemen minister",Information minister says the two ballistic missiles hit a mosque and a religious school in Marib province.,https://www.aljazeera.com/news/2021/11/1/houthi-missile-attack-on-mosque-kills-29-says-yemen-minister,https://www.aljazeera.com/wp-content/uploads/2020/01/f28459566573497c967006a53cc7a113_18.jpeg?fit=1000%2C562,2021-11-01T04:52:53Z,"A Houthi ballistic missile attack on the Yemeni province of Marib has killed and injured 29 civilians, including women and children, according to the countrys information minister.
In a tweet on Mon… [+1254 chars]",al-jazeera-english,Al Jazeera English
19,19,Al Jazeera,Three Algerians killed in attack presidency blames on Morocco,"No immediate comment from Morocco after Algeria says 'assassination' of three nationals 'will not go unpunished',",https://www.aljazeera.com/news/2021/11/3/three-algerians-killed-in-attack-presidency-blames-on-morocco,https://www.aljazeera.com/wp-content/uploads/2021/11/000_9LQ629.jpg?resize=1200%2C630,2021-11-03T15:03:21Z,"Three Algerians were killed in a bombing this week in the border area between Mauritania and the disputed territory of Western Sahara, the Algerian presidency has said in a statement, blaming Morocco… [+2269 chars]",al-jazeera-english,Al Jazeera English
0,0,,"Giovanni Muciaccia, torno con gli Attacchi d'arte","GIOVANNI MUCIACCIA, ATTACCHI D'ARTE CONTEMPORANEA. PER COMPRENDERE L'ARTE E STIMOLARE LA CREATIVITA'
(De Agostini, pp.288, 18 euro). ""Sono partito da me stesso e dalle mie passioni, cercando di
ritrovare il mio pubblico, quello ormai cresciuto dei trentenni…",https://www.ansa.it/sito/notizie/cultura/libri/2021/11/14/giovanni-muciaccia-torno-con-gli-attacchi-darte_d28daacd-4a5a-4586-92a6-630d6406c9a0.html,https://www.ansa.it/webimages/img_700/2021/11/14/785c928e57bf8f741875ce063d3f1ca4.jpg,2021-11-14T12:48:40Z,"(di Marzia Apice)
 (ANSA) - ROMA, 14 NOV - GIOVANNI MUCIACCIA, ATTACCHI D'ARTE
CONTEMPORANEA. PER COMPRENDERE L'ARTE E STIMOLARE LA CREATIVITA'
(De Agostini, pp.288, 18 euro). ""Sono partito da me … [+4073 chars]",ansa,ANSA.it
1,1,,">ANSA-FOCUS/ Libri: Muciaccia, torno con gli Attacchi d'arte","GIOVANNI MUCIACCIA, ATTACCHI D'ARTE CONTEMPORANEA. PER COMPRENDERE L'ARTE E STIMOLARE LA CREATIVITA'
(De Agostini, pp.288, 18 euro). ""Sono partito da me stesso e dalle mie passioni, cercando di
ritrovare il mio pubblico, quello ormai cresciuto dei trentenni…",https://www.ansa.it/sito/notizie/cultura/libri/altre_proposte/2021/11/14/ansa-focus-libri-muciaccia-torno-con-gli-attacchi-darte_7c757c62-1be6-4c22-ac1b-56106e06efd7.html,https://www.ansa.it/webimages/img_700/2021/11/14/785c928e57bf8f741875ce063d3f1ca4.jpg,2021-11-14T12:48:56Z,"(di Marzia Apice)
 (ANSA) - ROMA, 14 NOV - GIOVANNI MUCIACCIA, ATTACCHI D'ARTE
CONTEMPORANEA. PER COMPRENDERE L'ARTE E STIMOLARE LA CREATIVITA'
(De Agostini, pp.288, 18 euro). ""Sono partito da me … [+4073 chars]",ansa,ANSA.it
0,0,,"IS attack on Kabul hospital leaves 7 dead, 16 wounded - Associated Press","<ol><li>IS attack on Kabul hospital leaves 7 dead, 16 wounded  Associated Press
</li><li>More than 20 killed in attack on Afghanistan military hospital – BBC News  BBC News
</li><li>Taliban ban use of foreign currency in Afghanistan -spokesman  Yahoo News
…",https://apnews.com/article/afghanistan-business-kabul-taliban-5575b39e22a6c0294327760a09343c3e,https://storage.googleapis.com/afs-prod/media/1abbdec72ac34ebebe842e79686de886/3000.jpeg,2021-11-02T15:45:00Z,"KABUL, Afghanistan (AP) Islamic State militants set off an explosion at the entrance to a military hospital in the Afghan capital on Tuesday, killing at least seven people, a senior Taliban official … [+1256 chars]",associated-press,Associated Press
1,1,,Multiple people injured in knife attack on German train - Associated Press,"<ol><li>Multiple people injured in knife attack on German train  Associated Press
</li><li>Knife attack on German train severely injures 3 people  ABC News
</li><li>Several wounded in knife attack on German high-speed train  The Times of Israel
</li><li>Ma…",https://apnews.com/article/europe-germany-nuremberg-2f7cd4d47381d35a515e86ef17849322,https://storage.googleapis.com/afs-prod/media/3063928654f2424b881cfeaf40cf3fce/2000.jpeg,2021-11-06T11:01:51Z,"BERLIN (AP) A knife attack on a high-speed train in Germany left three people severely wounded, the Bavarian Red Cross said Saturday. 
One man has been arrested in connection with the morning attack… [+1213 chars]",associated-press,Associated Press
2,2,Farnoush Amiri,"Alex Jones, Roger Stone subpoenaed by House Jan. 6 committee...","WASHINGTON (AP) — A committee investigating the Jan. 6 U.S. Capitol insurrection issued  subpoenas Monday to five more individuals, including former President Donald Trump’s ally Roger Stone and conspiracy theorist Alex Jones, as lawmakers deepened their prob…",https://apnews.com/article/donald-trump-roger-stone-capitol-siege-subpoenas-alex-jones-eed9f4013bef0100117c4ec004d6828e,https://storage.googleapis.com/afs-prod/media/aff047d8a7ab4220bd53be3ea2d899e4/3000.jpeg,2021-11-23T00:07:39Z,"WASHINGTON (AP) A committee investigating the Jan. 6 U.S. Capitol insurrection issued subpoenas Monday to five more individuals, including former President Donald Trumps ally Roger Stone and conspira… [+5080 chars]",associated-press,Associated Press
3,3,Zeke Miller,"Trump wants call logs, aide's notes hidden from Jan 6 panel...","Trump wants call logs, aide's notes hidden from Jan 6 panel...

 
 
 
 (First column, 14th story, link)

 

 

 
 Related stories:During riot, attorney told Pence team VP's actions caused attack...
Did The Don's $300 Million SPAC Deal Skirt Securities La…",https://apnews.com/article/donald-trump-joe-biden-lawsuits-united-states-capitol-siege-4e55ed79b42043fbdef1628d684e1495,https://storage.googleapis.com/afs-prod/media/7f6843d1a3714c838a118c7f351ce419/3000.jpeg,2021-10-30T13:16:47Z,"Former President Donald Trump is trying to block documents including call logs, drafts of remarks and speeches and handwritten notes from his chief of staff relating to the Jan. 6 Capitol insurrectio… [+4075 chars]",associated-press,Associated Press
4,4,"Michael Tarm, Amy Forliti",NATION WAITS: Rittenhouse jurors to return for Day 2 of deliberations...,"KENOSHA, Wis. (AP) — Jurors weighing charges against Kyle Rittenhouse were to return Wednesday for a second day of deliberations in his murder trial, after they failed to reach a swift verdict on whether he was the instigator in a night of bloodshed in Kenosh…",https://apnews.com/article/kyle-rittenhouse-wisconsin-homicide-kenosha-0e4b6ad5a286af9ddbb8c8546550f1dc,https://storage.googleapis.com/afs-prod/media/18b1c0c6388d4a6aa06b04f4460b906f/3000.jpeg,2021-11-17T12:22:38Z,"KENOSHA, Wis. (AP) Jurors weighing charges against Kyle Rittenhouse were to return Wednesday for a second day of deliberations in his murder trial, after they failed to reach a swift verdict on wheth… [+4298 chars]",associated-press,Associated Press
5,5,,"Man stabs at least 10 on Tokyo train, starts fire...","TOKYO (AP) — A man brandishing a knife on a Tokyo commuter train on Sunday stabbed several passengers before setting a fire, police said. NHK public television said at least 10 passengers were injured, including one seriously.",https://apnews.com/article/tokyo-commuter-train-stabbing-90912df8b86c80b9db46bc256eab5124,https://storage.googleapis.com/afs-prod/media/afs:Medium:751921853724/700.png,2021-10-31T13:52:36Z,"TOKYO (AP) A man brandishing a knife on a Tokyo commuter train on Sunday stabbed several passengers before setting a fire, police said.
NHK public television said at least 10 passengers were injured… [+763 chars]",associated-press,Associated Press
6,6,Don Babwin,Brothers to take center stage in Smollett trial...,CHICAGO (AP) — Two brothers stand at the center of the case that prosecutors will lay before jurors when the trial of Jussie Smollett begins this week.  The former “Empire” actor contends he was the victim of a racist and homophobic assault   in downtown Chic…,https://apnews.com/article/entertainment-arts-and-entertainment-crime-chicago-race-and-ethnicity-9b8decca50a228f67411b0816ad5a88c,https://storage.googleapis.com/afs-prod/media/1fa6e7f25f5c46e9958cea201270d845/3000.jpeg,2021-11-29T11:46:50Z,"CHICAGO (AP) Two brothers stand at the center of the case that prosecutors will lay before jurors when the trial of Jussie Smollett begins this week. 
The former Empire actor contends he was the vic… [+4727 chars]",associated-press,Associated Press
7,7,Jacques Billeaud,Rioter who bragged she wouldn't go to jail gets prison term...,"Rioter who bragged she wouldn't go to jail gets prison term...

 
 
 
 (First column, 6th story, link)

 

 

 
 Related stories:High-stakes hearing in Trump effort to block release of presidential docs...
Analyst who aided Steele dossier arrested...

 …",https://apnews.com/article/joe-biden-crime-texas-prisons-social-media-0f9e470c9871a2f5f1440df76ee23671,https://storage.googleapis.com/afs-prod/media/b3be559de0a24546be4b88642207e583/3000.jpeg,2021-11-04T18:49:38Z,"A real estate agent from suburban Dallas who flaunted her participation in the Jan. 6 riot at the U.S. Capitol on social media and later bragged she wasnt going to jail because she is white, has blon… [+4712 chars]",associated-press,Associated Press
8,8,Qassim Abdul-zahra,"Iraqi PM survives assassination attempt, ramping up tensions - Associated Press","<ol><li>Iraqi PM survives assassination attempt, ramping up tensions  Associated Press
</li><li>Iraqi Prime Minister survives exploding drone assassination attempt  CNN
</li><li>What's next for Iraq after October's election? | Inside Story  Al Jazeera Engli…",https://apnews.com/article/middle-east-religion-iran-elections-iraq-28fe31151ed74ca6f7ef313793765824,https://storage.googleapis.com/afs-prod/media/66ea5f2632c042999d84737e36a86dcc/2008.jpeg,2021-11-07T11:26:15Z,This photo provided by the Iraqi Prime Minister's Media Office shows the aftermath of an assassination attempt at the home of Iraq's Prime Minister Mustafa al-Kadhimi in the heavily fortified Green Z… [+7695 chars],associated-press,Associated Press
9,9,Nomaan Merchant,Appeals court temporarily blocks Jan. 6 committee from obtaining Trump records...,"Appeals court temporarily blocks Jan. 6 committee from obtaining Trump records...

 
 
 
 (First column, 14th story, link)

 

 

 
 Related stories:Watergate-era rulings may end privilege claims...
Pressure builds on Meadows to cooperate...
Christie ta…",https://apnews.com/article/donald-trump-joe-biden-district-of-columbia-capitol-siege-bdc8568b074dfefed8d11b883118dc76,https://storage.googleapis.com/afs-prod/media/3a5ae6b817fe45bd88940dd987cd7970/3000.jpeg,2021-11-12T00:07:38Z,WASHINGTON (AP) Former President Donald Trump on Thursday asked a federal appeals court to temporarily block the release of records to a House committee investigating the Jan. 6 insurrection led by h… [+1784 chars],associated-press,Associated Press
10,10,Lolita C. Baldor,Watchdog finds no misconduct in mistaken Afghan airstrike - Associated Press,"<ol><li>Watchdog finds no misconduct in mistaken Afghan airstrike  Associated Press
</li><li>Pentagon review found that footage showed child present minutes before U.S. drone attack in Kabul  NBC News
</li><li>Video Showed Child in Area Minutes Before Kabul…",https://apnews.com/article/afghanistan-kabul-bf24b4a670895ab1cc0b345ee9c90c74,https://storage.googleapis.com/afs-prod/media/96160396fd5d4254a4b7946817942a5e/3000.jpeg,2021-11-03T18:47:12Z,WASHINGTON (AP) An independent Pentagon review has concluded that the U.S. drone strike that killed innocent Kabul civilians and children in the final days of the Afghanistan war was not caused by mi… [+6199 chars],associated-press,Associated Press
11,11,Geoff Mulvihill,Government: Vaccine rule should remain while cases play out - Associated Press,"<ol><li>Government: Vaccine rule should remain while cases play out  Associated Press
</li><li>Lahren: Federal court pause of Biden vax mandate a chance to stop 'Stalinesque' attack on Americans  Fox News
</li><li>DOJ asks federal appeals court to lift temp…",https://apnews.com/article/covid-19-pandemic-employer-vaccine-mandate-joe-biden-152b777c2d5861f342810a819e7d8407,https://storage.googleapis.com/afs-prod/media/6b803d5536114cee8ab1c7cb81848b94/3000.jpeg,2021-11-09T00:57:38Z,The Biden administration framed its vaccine mandate for private employers in life-and-death terms Monday in a legal filing that sought to get the requirement back on track after it was halted by a fe… [+6522 chars],associated-press,Associated Press
12,12,Frank Bajak,NSO spyware found on 6 Palestinian activists' phones,"JERUSALEM (AP) — Security researchers disclosed Monday that spyware from the notorious Israeli hacker-for-hire company NSO Group was detected on the cellphones of six Palestinian human rights activists, half affiliated with groups that Israel’s defense minist…",https://apnews.com/article/technology-business-israel-jamal-khashoggi-hacking-6bfc5bc992de7f33f5c8e969e69ce15c,https://storage.googleapis.com/afs-prod/media/95b1e31fb64741db81afda511af881de/3000.jpeg,2021-11-08T12:55:24Z,JERUSALEM (AP) Security researchers disclosed Monday that spyware from the notorious Israeli hacker-for-hire company NSO Group was detected on the cellphones of six Palestinian human rights activists… [+8487 chars],associated-press,Associated Press
13,13,Rodney Muhumuza,"2 explosions rock Uganda's capital, Kampala, killing 3 - Associated Press","<ol><li>2 explosions rock Uganda's capital, Kampala, killing 3  Associated Press
</li><li>At least three killed as suicide blasts rock Ugandan capital Kampala  CNN
</li><li>Islamic State Ally Blamed for Deadly Bombings in Ugandan Capital  The Wall Street Jo…",https://apnews.com/article/technology-kampala-africa-uganda-media-c265bc848adea91bdd2882238e680503,https://storage.googleapis.com/afs-prod/media/ff93b2599c35465fb832d583d9e8e516/3000.jpeg,2021-11-16T14:56:20Z,"KAMPALA, Uganda (AP) Two explosions rocked Ugandas capital, Kampala, early Tuesday, killing at least three civilians in what police described as a coordinated attack by extremists.
Three suicide bom… [+3598 chars]",associated-press,Associated Press
14,14,Russ Bynum,Trial in Arbery killing nears going to jury...,"Trial in Arbery killing nears going to jury...

 
 
 
 (First column, 9th story, link)

 

 

 
 Related stories:Defense claims he was armed 'with fists even if he had no weapon'...
Black militia rally outside courthouse...

 

 
 
 Drudge Report Feed …",https://apnews.com/article/ahmaud-arbery-georgia-brunswick-a6c84fde31dc86a9b2230f1002ed25af,https://storage.googleapis.com/afs-prod/media/daf36276180743c9817b60d4417d702c/3000.jpeg,2021-11-23T11:49:37Z,"BRUNSWICK, Ga. (AP) Final steps in the trial of three white men charged in the killing of Ahmaud Arbery were scheduled Tuesday before the case of the 25-year-old Black mans death goes to the jury.
P… [+2413 chars]",associated-press,Associated Press
